LOG DES ATTAQUES
time;att_team;att_type;att_x;att_y;tgt_team;tgt_type;tgt_x;tgt_y;dist;dmg;hp_before;hp_after
24.80;A;Pikeman;72.28;76.00;B;Pikeman;73.00;76.00;0.72;4.00;51.00;47.00
24.80;A;Pikeman;72.28;78.00;B;Pikeman;73.00;78.00;0.72;4.00;51.00;47.00
25.30;B;Pikeman;74.00;50.00;A;Knight;73.44;50.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;52.00;A;Knight;73.44;52.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;54.00;A;Knight;73.44;54.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;56.00;A;Knight;73.44;56.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;58.00;A;Knight;73.44;58.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;60.00;A;Knight;73.44;60.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;62.00;A;Knight;73.44;62.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;64.00;A;Knight;73.44;64.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;66.00;A;Knight;73.44;66.00;0.56;8.00;92.00;84.00
25.30;B;Pikeman;74.00;68.00;A;Knight;73.44;68.00;0.56;8.00;92.00;84.00
25.70;A;Pikeman;72.27;40.00;B;Pikeman;73.00;40.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;42.00;B;Pikeman;73.00;42.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;44.00;B;Pikeman;73.00;44.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;46.00;B;Pikeman;73.00;46.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;48.00;B;Pikeman;73.00;48.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;70.00;B;Pikeman;73.00;70.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;72.00;B;Pikeman;73.00;72.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;74.00;B;Pikeman;73.00;74.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;76.00;B;Pikeman;73.00;76.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;72.27;78.00;B;Pikeman;73.00;78.00;0.73;4.00;47.00;43.00
25.70;A;Pikeman;73.27;50.00;B;Pikeman;74.00;50.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;52.00;B;Pikeman;74.00;52.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;54.00;B;Pikeman;74.00;54.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;56.00;B;Pikeman;74.00;56.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;58.00;B;Pikeman;74.00;58.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;60.00;B;Pikeman;74.00;60.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;62.00;B;Pikeman;74.00;62.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;64.00;B;Pikeman;74.00;64.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;66.00;B;Pikeman;74.00;66.00;0.73;4.00;55.00;51.00
25.70;A;Pikeman;73.27;68.00;B;Pikeman;74.00;68.00;0.73;4.00;55.00;51.00
25.70;A;Knight;73.44;50.00;B;Pikeman;74.00;50.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;52.00;B;Pikeman;74.00;52.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;54.00;B;Pikeman;74.00;54.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;56.00;B;Pikeman;74.00;56.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;58.00;B;Pikeman;74.00;58.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;60.00;B;Pikeman;74.00;60.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;62.00;B;Pikeman;74.00;62.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;64.00;B;Pikeman;74.00;64.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;66.00;B;Pikeman;74.00;66.00;0.56;8.00;51.00;43.00
25.70;A;Knight;73.44;68.00;B;Pikeman;74.00;68.00;0.56;8.00;51.00;43.00
26.00;A;Knight;73.04;50.00;B;Pikeman;74.00;50.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;52.00;B;Pikeman;74.00;52.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;54.00;B;Pikeman;74.00;54.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;56.00;B;Pikeman;74.00;56.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;58.00;B;Pikeman;74.00;58.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;60.00;B;Pikeman;74.00;60.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;62.00;B;Pikeman;74.00;62.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;64.00;B;Pikeman;74.00;64.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;66.00;B;Pikeman;74.00;66.00;0.96;8.00;43.00;35.00
26.00;A;Knight;73.04;68.00;B;Pikeman;74.00;68.00;0.96;8.00;43.00;35.00
26.30;A;Pikeman;72.37;48.62;B;Pikeman;73.00;48.00;0.88;4.00;43.00;39.00
26.30;A;Pikeman;72.37;69.38;B;Pikeman;73.00;70.00;0.88;4.00;43.00;39.00
26.60;A;Pikeman;73.26;52.00;B;Pikeman;74.00;52.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;54.00;B;Pikeman;74.00;54.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;56.00;B;Pikeman;74.00;56.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;58.00;B;Pikeman;74.00;58.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;60.00;B;Pikeman;74.00;60.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;62.00;B;Pikeman;74.00;62.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;64.00;B;Pikeman;74.00;64.00;0.74;4.00;35.00;31.00
26.60;A;Pikeman;73.26;66.00;B;Pikeman;74.00;66.00;0.74;4.00;35.00;31.00
26.90;A;Pikeman;72.29;40.00;B;Pikeman;73.00;40.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;42.00;B;Pikeman;73.00;42.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;44.00;B;Pikeman;73.00;44.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;46.00;B;Pikeman;73.00;46.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;48.00;B;Pikeman;73.00;48.00;0.71;4.00;39.00;35.00
26.90;A;Pikeman;73.28;50.00;B;Pikeman;74.00;50.00;0.72;4.00;35.00;31.00
26.90;A;Pikeman;73.28;52.00;B;Pikeman;74.00;52.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;54.00;B;Pikeman;74.00;54.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;56.00;B;Pikeman;74.00;56.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;58.00;B;Pikeman;74.00;58.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;60.00;B;Pikeman;74.00;60.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;62.00;B;Pikeman;74.00;62.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;64.00;B;Pikeman;74.00;64.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;66.00;B;Pikeman;74.00;66.00;0.72;4.00;31.00;27.00
26.90;A;Pikeman;73.28;68.00;B;Pikeman;74.00;68.00;0.72;4.00;35.00;31.00
26.90;A;Pikeman;72.29;70.00;B;Pikeman;73.00;70.00;0.71;4.00;39.00;35.00
26.90;A;Pikeman;72.29;72.00;B;Pikeman;73.00;72.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;74.00;B;Pikeman;73.00;74.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;76.00;B;Pikeman;73.00;76.00;0.71;4.00;43.00;39.00
26.90;A;Pikeman;72.29;78.00;B;Pikeman;73.00;78.00;0.71;4.00;43.00;39.00
26.90;B;Pikeman;73.00;40.00;A;Pikeman;72.29;40.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;42.00;A;Pikeman;72.29;42.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;44.00;A;Pikeman;72.29;44.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;46.00;A;Pikeman;72.29;46.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;48.00;A;Pikeman;72.29;48.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;70.00;A;Pikeman;72.29;70.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;72.00;A;Pikeman;72.29;72.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;74.00;A;Pikeman;72.29;74.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;76.00;A;Pikeman;72.29;76.00;0.71;4.00;51.00;47.00
26.90;B;Pikeman;73.00;78.00;A;Pikeman;72.29;78.00;0.71;4.00;51.00;47.00
27.50;A;Knight;73.44;50.00;B;Pikeman;74.00;50.00;0.56;8.00;31.00;23.00
27.50;A;Knight;73.44;52.00;B;Pikeman;74.00;52.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;54.00;B;Pikeman;74.00;54.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;56.00;B;Pikeman;74.00;56.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;58.00;B;Pikeman;74.00;58.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;60.00;B;Pikeman;74.00;60.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;62.00;B;Pikeman;74.00;62.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;64.00;B;Pikeman;74.00;64.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;66.00;B;Pikeman;74.00;66.00;0.56;8.00;27.00;19.00
27.50;A;Knight;73.44;68.00;B;Pikeman;74.00;68.00;0.56;8.00;31.00;23.00
27.80;A;Pikeman;72.28;40.00;B;Pikeman;73.00;40.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;42.00;B;Pikeman;73.00;42.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;44.00;B;Pikeman;73.00;44.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;46.00;B;Pikeman;73.00;46.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;48.00;B;Pikeman;73.00;48.00;0.72;4.00;35.00;31.00
27.80;A;Pikeman;72.28;70.00;B;Pikeman;73.00;70.00;0.72;4.00;35.00;31.00
27.80;A;Pikeman;72.28;72.00;B;Pikeman;73.00;72.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;74.00;B;Pikeman;73.00;74.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;76.00;B;Pikeman;73.00;76.00;0.72;4.00;39.00;35.00
27.80;A;Pikeman;72.28;78.00;B;Pikeman;73.00;78.00;0.72;4.00;39.00;35.00
27.80;A;Knight;73.04;50.00;B;Pikeman;74.00;50.00;0.96;8.00;23.00;15.00
27.80;A;Knight;73.04;52.00;B;Pikeman;74.00;52.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;54.00;B;Pikeman;74.00;54.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;56.00;B;Pikeman;74.00;56.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;58.00;B;Pikeman;74.00;58.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;60.00;B;Pikeman;74.00;60.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;62.00;B;Pikeman;74.00;62.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;64.00;B;Pikeman;74.00;64.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;66.00;B;Pikeman;74.00;66.00;0.96;8.00;19.00;11.00
27.80;A;Knight;73.04;68.00;B;Pikeman;74.00;68.00;0.96;8.00;23.00;15.00
28.30;B;Pikeman;74.00;50.00;A;Knight;73.44;50.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;52.00;A;Knight;73.44;52.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;54.00;A;Knight;73.44;54.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;56.00;A;Knight;73.44;56.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;58.00;A;Knight;73.44;58.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;60.00;A;Knight;73.44;60.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;62.00;A;Knight;73.44;62.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;64.00;A;Knight;73.44;64.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;66.00;A;Knight;73.44;66.00;0.56;8.00;84.00;76.00
28.30;B;Pikeman;74.00;68.00;A;Knight;73.44;68.00;0.56;8.00;84.00;76.00
28.70;A;Pikeman;72.27;40.00;B;Pikeman;73.00;40.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;42.00;B;Pikeman;73.00;42.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;44.00;B;Pikeman;73.00;44.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;46.00;B;Pikeman;73.00;46.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;48.00;B;Pikeman;73.00;48.00;0.73;4.00;31.00;27.00
28.70;A;Pikeman;72.27;70.00;B;Pikeman;73.00;70.00;0.73;4.00;31.00;27.00
28.70;A;Pikeman;72.27;72.00;B;Pikeman;73.00;72.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;74.00;B;Pikeman;73.00;74.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;76.00;B;Pikeman;73.00;76.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;72.27;78.00;B;Pikeman;73.00;78.00;0.73;4.00;35.00;31.00
28.70;A;Pikeman;73.27;50.00;B;Pikeman;74.00;50.00;0.73;4.00;15.00;11.00
28.70;A;Pikeman;73.27;52.00;B;Pikeman;74.00;52.00;0.73;4.00;11.00;7.00
